Reporting Date,Deal Owner,Customer,Country,Sales stage,Deal size,Probability,Weighted Forecast,Sales Channel,Close Date/Expected Close Date,Next Steps,Column1,
04-Mar-2015,Adrian,Customer 700,Australia,Validated,1600,80.0%,1280,Partners,08-Jun-2015,Schedule a Meeting,96,
05-Mar-2015,Denny,Customer 701,UK,Identified,4960,55.0%,2728,Telesales,06-May-2015,Schedule a Meeting,62,
05-Mar-2015,Chang,Customer 702,India,Identified,2050,60.0%,1230,Partners,21-May-2015,Schedule a Meeting,77,
05-Mar-2015,Tim,Customer 703,Australia,Qualified,4800,55.0%,2640,Telesales,16-Jun-2015,Schedule a Meeting,103,
05-Mar-2015,Rachael,Customer 704,Germany,Identified,790,70.0%,553,Telesales,03-Jun-2015,Follow up on call,90,
05-Mar-2015,Arnold,Customer 705,France,Validated,4540,60.0%,2724,Partners,14-Apr-2015,No Response,40,
05-Mar-2015,Charlie,Customer 706,India,Identified,1290,70.0%,903,Partners,05-Jun-2015,,92,
05-Mar-2015,Cameron,Customer 707,Australia,Qualified,3180,55.0%,1749,F2F,13-Apr-2015,Follow up on call,39,
05-Mar-2015,Angela,Customer 708,China,Identified,2360,70.0%,1652,F2F,20-Jun-2015,,107,
05-Mar-2015,Rachael,Customer 709,China,Validated,4500,60.0%,2700,Partners,22-Apr-2015,Follow up on call,48,
05-Mar-2015,Arnold,Customer 710,UK,Identified,3670,60.0%,2202,F2F,19-May-2015,Follow up on call,75,
05-Mar-2015,Arnold,Customer 711,Indonesia,Identified,3600,80.0%,2880,Partners,02-Apr-2015,,28,
05-Mar-2015,Chang,Customer 712,UK,Qualified,3370,70.0%,2359,F2F,04-May-2015,No Response,60,
05-Mar-2015,Bob,Customer 713,India,Identified,2510,70.0%,1757,Partners,09-May-2015,Follow up on call,65,
05-Mar-2015,Arnold,Customer 714,US,Identified,3600,65.0%,2340,F2F,03-Jun-2015,Schedule a Meeting,90,
05-Mar-2015,Bob,Customer 715,US,Qualified,110,85.0%,93.5,Partners,04-Apr-2015,,30,
05-Mar-2015,Paul,Customer 716,China,Validated,870,85.0%,739.5,Telesales,26-Jun-2015,Schedule a Meeting,113,
05-Mar-2015,Chang,Customer 717,Germany,Qualified,1500,85.0%,1275,Partners,06-May-2015,Schedule a Meeting,62,
05-Mar-2015,Rachael,Customer 718,Canada,Identified,1830,65.0%,1189.5,Partners,09-Apr-2015,,35,
06-Mar-2015,Charlie,Customer 719,China,Won,1630,70.0%,1141,F2F,22-Mar-2015,,,
06-Mar-2015,Edwin,Customer 720,Australia,Qualified,1990,60.0%,1194,Telesales,18-Apr-2015,Schedule a Meeting,43,
06-Mar-2015,Rose,Customer 721,China,Identified,4270,50.0%,2135,F2F,30-Apr-2015,No Response,55,
06-Mar-2015,Tim,Customer 722,UK,Validated,4320,55.0%,2376,F2F,23-Jun-2015,Send Email,109,
06-Mar-2015,Bob,Customer 723,Australia,Identified,590,65.0%,383.5,Telesales,17-May-2015,No Response,72,
06-Mar-2015,Joe,Customer 724,Germany,Identified,1200,85.0%,1020,F2F,15-Jun-2015,Schedule a Meeting,101,
06-Mar-2015,Adrian,Customer 725,US,Validated,1920,55.0%,1056,Telesales,25-Apr-2015,No Response,50,
06-Mar-2015,Arnold,Customer 726,Malaysia,Qualified,250,60.0%,150,F2F,03-May-2015,Schedule a Meeting,58,
06-Mar-2015,Tim,Customer 727,Indonesia,Validated,3360,80.0%,2688,F2F,02-Apr-2015,Follow up on call,27,
06-Mar-2015,Martha,Customer 728,US,Proposal,4450,75.0%,3337.5,Telesales,24-Jun-2015,Follow up on call,110,
07-Mar-2015,Angela,Customer 729,Australia,Won,4050,70.0%,2835,Partners,27-Mar-2015,,,
07-Mar-2015,Paul,Customer 730,Canada,Identified,3430,85.0%,2915.5,F2F,19-May-2015,Send Email,73,
07-Mar-2015,Piere,Customer 731,Indonesia,Validated,4310,55.0%,2370.5,Telesales,02-May-2015,Send Email,56,
07-Mar-2015,Greg,Customer 732,Malaysia,Qualified,1740,55.0%,957,Telesales,11-Apr-2015,Send Email,35,
07-Mar-2015,Greg,Customer 733,India,Proposal,1960,50.0%,980,Telesales,16-Apr-2015,Follow up on call,40,
07-Mar-2015,Bob,Customer 734,Malaysia,Identified,1640,60.0%,984,Partners,06-Jul-2015,,121,
07-Mar-2015,Denny,Customer 735,China,Qualified,1720,65.0%,1118,Telesales,27-Apr-2015,Schedule a Meeting,51,
07-Mar-2015,Lynda,Customer 736,India,Identified,1600,60.0%,960,Telesales,10-Jun-2015,No Response,95,
07-Mar-2015,Rose,Customer 737,Germany,Validated,3400,80.0%,2720,Telesales,26-May-2015,,80,
07-Mar-2015,Joe,Customer 738,US,Proposal,1750,65.0%,1137.5,Telesales,26-May-2015,Follow up on call,80,
07-Mar-2015,Angela,Customer 739,France,Identified,900,80.0%,720,F2F,17-May-2015,Follow up on call,71,
07-Mar-2015,Rose,Customer 740,Australia,Lost,2030,75.0%,1522.5,Partners,15-Jun-2015,,100,
08-Mar-2015,Charlie,Customer 741,Canada,Validated,4480,70.0%,3136,F2F,06-Apr-2015,Schedule a Meeting,29,
08-Mar-2015,Adrian,Customer 742,Canada,Identified,4510,65.0%,2931.5,Telesales,09-May-2015,Follow up on call,62,
08-Mar-2015,Bob,Customer 743,Australia,Qualified,1370,85.0%,1164.5,F2F,15-May-2015,Schedule a Meeting,68,
08-Mar-2015,Rose,Customer 744,Malaysia,Identified,2730,80.0%,2184,Partners,18-Apr-2015,Send Email,41,
08-Mar-2015,Edwin,Customer 745,Canada,Qualified,2900,65.0%,1885,Partners,16-Jun-2015,Follow up on call,100,
08-Mar-2015,Arnold,Customer 746,Indonesia,Validated,2360,70.0%,1652,Partners,18-Jun-2015,Schedule a Meeting,102,
08-Mar-2015,Tim,Customer 747,Australia,Identified,4290,85.0%,3646.5,F2F,05-Jun-2015,Schedule a Meeting,89,
08-Mar-2015,Arnold,Customer 748,China,Identified,770,75.0%,577.5,Telesales,07-May-2015,No Response,60,
08-Mar-2015,John,Customer 749,UK,Identified,710,60.0%,426,Partners,09-Apr-2015,Follow up on call,32,
08-Mar-2015,Martha,Customer 750,China,Identified,750,80.0%,600,F2F,10-May-2015,Follow up on call,63,
09-Mar-2015,Denny,Customer 751,US,Validated,4490,55.0%,2469.5,F2F,08-Apr-2015,Schedule a Meeting,30,
09-Mar-2015,Denny,Customer 752,China,Proposal,3660,80.0%,2928,Telesales,06-Jun-2015,Follow up on call,89,
09-Mar-2015,Rose,Customer 753,India,Proposal,1260,60.0%,756,F2F,05-May-2015,,57,
09-Mar-2015,Arnold,Customer 754,India,Validated,3030,75.0%,2272.5,Partners,15-May-2015,Follow up on call,67,
09-Mar-2015,Greg,Customer 755,France,Qualified,2670,80.0%,2136,Partners,07-Jun-2015,Send Email,90,
09-Mar-2015,Adrian,Customer 756,Australia,Validated,3570,75.0%,2677.5,Partners,21-May-2015,,73,
09-Mar-2015,Chang,Customer 757,Malaysia,Proposal,1770,85.0%,1504.5,Partners,04-Apr-2015,No Response,26,
09-Mar-2015,Edwin,Customer 758,UK,Qualified,2650,60.0%,1590,F2F,23-Jun-2015,Send Email,106,
09-Mar-2015,Tim,Customer 759,France,Identified,390,70.0%,273,Website,01-May-2015,Send Email,53,
09-Mar-2015,Denny,Customer 760,Australia,Identified,3150,65.0%,2047.5,Partners,21-May-2015,Schedule a Meeting,73,
10-Mar-2015,Bob,Customer 761,US,Validated,3650,50.0%,1825,F2F,02-Jun-2015,,84,
10-Mar-2015,Rose,Customer 762,Indonesia,Identified,1280,75.0%,960,F2F,08-May-2015,No Response,59,
10-Mar-2015,Chang,Customer 763,Canada,Identified,2260,65.0%,1469,F2F,09-Jun-2015,Follow up on call,91,
10-Mar-2015,Angela,Customer 764,Canada,Validated,4390,60.0%,2634,Partners,02-May-2015,Send Email,53,
10-Mar-2015,Tim,Customer 765,Malaysia,Validated,3120,75.0%,2340,Partners,12-May-2015,Follow up on call,63,
10-Mar-2015,Piere,Customer 766,Germany,Identified,1450,70.0%,1015,Telesales,17-May-2015,Schedule a Meeting,68,
10-Mar-2015,Lynda,Customer 767,France,Proposal,4920,75.0%,3690,Partners,08-Apr-2015,Schedule a Meeting,29,
10-Mar-2015,Charlie,Customer 768,India,Identified,930,70.0%,651,F2F,23-Jun-2015,Send Email,105,
10-Mar-2015,Greg,Customer 769,India,Identified,4180,70.0%,2926,Telesales,24-Jun-2015,Send Email,106,
10-Mar-2015,Chang,Customer 770,Canada,Qualified,4820,60.0%,2892,F2F,13-May-2015,Schedule a Meeting,64,
10-Mar-2015,Angela,Customer 771,Malaysia,Lost,4650,80.0%,3720,F2F,08-May-2015,,59,
10-Mar-2015,Martha,Customer 772,Canada,Identified,1600,55.0%,880,F2F,01-Jun-2015,No Response,83,
11-Mar-2015,Lynda,Customer 773,UK,Qualified,4310,85.0%,3663.5,F2F,12-May-2015,Schedule a Meeting,62,
11-Mar-2015,Mike,Customer 774,Indonesia,Identified,1490,60.0%,894,Partners,25-Jun-2015,Follow up on call,106,
11-Mar-2015,Denny,Customer 775,India,Identified,2530,75.0%,1897.5,F2F,28-Jun-2015,Follow up on call,109,
11-Mar-2015,Arnold,Customer 776,Indonesia,Identified,430,55.0%,236.5,Partners,18-Apr-2015,,38,
11-Mar-2015,Mike,Customer 777,Australia,Identified,4790,75.0%,3592.5,Telesales,08-Apr-2015,Follow up on call,28,
11-Mar-2015,Angela,Customer 778,US,Identified,3980,65.0%,2587,Partners,16-Jun-2015,Schedule a Meeting,97,
12-Mar-2015,Paul,Customer 779,Canada,Identified,820,75.0%,615,F2F,15-Apr-2015,Schedule a Meeting,34,
12-Mar-2015,Cameron,Customer 780,Indonesia,Identified,750,55.0%,412.5,F2F,06-Apr-2015,No Response,25,
12-Mar-2015,Martha,Customer 781,India,Validated,2560,70.0%,1792,Telesales,24-Jun-2015,Send Email,104,
12-Mar-2015,Adrian,Customer 782,US,Validated,1370,70.0%,959,F2F,18-Jun-2015,Schedule a Meeting,98,
12-Mar-2015,Rose,Customer 783,Canada,Validated,4250,60.0%,2550,Partners,05-Jun-2015,No Response,85,
12-Mar-2015,Joe,Customer 784,India,Identified,3730,75.0%,2797.5,F2F,25-Jun-2015,Follow up on call,105,
12-Mar-2015,Angela,Customer 785,US,Validated,2380,50.0%,1190,Telesales,02-Apr-2015,Schedule a Meeting,21,
12-Mar-2015,Bob,Customer 786,Australia,Identified,330,80.0%,264,Website,04-Apr-2015,,23,
12-Mar-2015,Chang,Customer 787,India,Validated,1060,85.0%,901,Telesales,14-Aug-2015,,155,
12-Mar-2015,Cameron,Customer 788,Canada,Won,3910,80.0%,3128,F2F,26-Mar-2015,,,
12-Mar-2015,Joe,Customer 789,India,Identified,2390,65.0%,1553.5,F2F,29-May-2015,,78,
12-Mar-2015,Lynda,Customer 790,US,Qualified,1500,85.0%,1275,F2F,12-Aug-2015,,153,
12-Mar-2015,Chang,Customer 791,Malaysia,Validated,1630,60.0%,978,F2F,26-May-2015,Schedule a Meeting,75,
12-Mar-2015,Adrian,Customer 792,Australia,Validated,3550,60.0%,2130,F2F,20-Apr-2015,No Response,39,
12-Mar-2015,Rose,Customer 793,France,Identified,3160,80.0%,2528,Partners,09-Apr-2015,No Response,28,
12-Mar-2015,Lynda,Customer 794,China,Validated,2850,65.0%,1852.5,Partners,15-Jun-2015,Send Email,95,
12-Mar-2015,Tim,Customer 795,France,Identified,2760,80.0%,2208,F2F,13-May-2015,Send Email,62,
13-Mar-2015,Angela,Customer 796,Germany,Identified,230,75.0%,172.5,Website,21-Jun-2015,Schedule a Meeting,100,
13-Mar-2015,Bob,Customer 797,India,Validated,1720,55.0%,946,Telesales,07-Apr-2015,Follow up on call,25,
13-Mar-2015,John,Customer 798,Canada,Proposal,2060,70.0%,1442,Telesales,24-May-2015,Follow up on call,72,
13-Mar-2015,Martha,Customer 799,Indonesia,Validated,2260,80.0%,1808,Partners,16-Apr-2015,,34,34
13-Mar-2015,Charlie,Customer 800,India,Identified,4680,55.0%,2574,F2F,14-May-2015,Follow up on call,62,62
13-Mar-2015,Greg,Customer 801,France,Lost,580,65.0%,377,Telesales,14-May-2015,,62,62
13-Mar-2015,John,Customer 802,France,Identified,4820,75.0%,3615,F2F,06-Jun-2015,Send Email,85,85
13-Mar-2015,Tim,Customer 803,Germany,Qualified,2800,55.0%,1540,Telesales,08-May-2015,,56,56
13-Mar-2015,Cameron,Customer 804,India,Qualified,3320,55.0%,1826,Telesales,04-Apr-2015,Follow up on call,22,22
13-Mar-2015,John,Customer 805,China,Qualified,2070,65.0%,1345.5,F2F,03-Jun-2015,No Response,82,82
13-Mar-2015,Bob,Customer 806,China,Validated,730,65.0%,474.5,Partners,25-Jun-2015,No Response,104,104
13-Mar-2015,Cameron,Customer 807,UK,Identified,2240,60.0%,1344,F2F,09-May-2015,Follow up on call,57,57
14-Mar-2015,John,Customer 808,Canada,Won,1210,60.0%,726,Partners,28-Mar-2015,,,14
14-Mar-2015,Adrian,Customer 809,UK,Proposal,3670,70.0%,2569,F2F,23-Apr-2015,Follow up on call,40,
14-Mar-2015,Piere,Customer 810,Malaysia,Proposal,2750,80.0%,2200,Partners,04-May-2015,Schedule a Meeting,51,
14-Mar-2015,Paul,Customer 811,Malaysia,Validated,1480,65.0%,962,Telesales,25-May-2015,Send Email,72,
14-Mar-2015,Piere,Customer 812,France,Qualified,1480,70.0%,1036,F2F,30-May-2015,Follow up on call,77,
14-Mar-2015,Piere,Customer 813,Indonesia,Validated,1630,70.0%,1141,F2F,21-Jun-2015,Send Email,99,
14-Mar-2015,Martha,Customer 814,Germany,Identified,2740,80.0%,2192,Partners,15-May-2015,Send Email,62,
14-Mar-2015,Charlie,Customer 815,Indonesia,Identified,3450,80.0%,2760,F2F,03-Jun-2015,Schedule a Meeting,81,
15-Mar-2015,Rose,Customer 816,France,Identified,4830,80.0%,3864,F2F,29-Jun-2015,Send Email,106,
15-Mar-2015,Angela,Customer 817,UK,Proposal,4090,70.0%,2863,Telesales,29-Jun-2015,No Response,106,
15-Mar-2015,Angela,Customer 818,India,Identified,350,65.0%,227.5,Website,15-Jun-2015,No Response,92,
15-Mar-2015,Martha,Customer 819,France,Proposal,3930,60.0%,2358,F2F,28-May-2015,Send Email,74,
15-Mar-2015,Bob,Customer 820,Canada,Qualified,2200,70.0%,1540,Telesales,14-Apr-2015,No Response,30,
15-Mar-2015,Paul,Customer 821,UK,Qualified,2560,55.0%,1408,F2F,13-Jun-2015,Follow up on call,90,
15-Mar-2015,Rachael,Customer 822,US,Proposal,3360,70.0%,2352,Telesales,09-Jun-2015,Follow up on call,86,
15-Mar-2015,Rachael,Customer 823,Malaysia,Qualified,3780,85.0%,3213,F2F,03-Sep-2015,,172,
15-Mar-2015,Angela,Customer 824,France,Qualified,3990,75.0%,2992.5,Telesales,07-Apr-2015,Schedule a Meeting,23,
16-Mar-2015,Denny,Customer 825,Canada,Identified,4900,75.0%,3675,F2F,27-Apr-2015,Schedule a Meeting,42,
16-Mar-2015,Chang,Customer 826,Australia,Identified,2650,50.0%,1325,Partners,24-Sep-2015,,192,
16-Mar-2015,Greg,Customer 827,Canada,Identified,2920,55.0%,1606,F2F,16-Apr-2015,No Response,31,
16-Mar-2015,Greg,Customer 828,Indonesia,Identified,4010,65.0%,2606.5,Partners,15-Jun-2015,Schedule a Meeting,91,
16-Mar-2015,Mike,Customer 829,China,Validated,1460,85.0%,1241,Partners,19-Apr-2015,Follow up on call,34,
16-Mar-2015,Joe,Customer 830,US,Proposal,4620,85.0%,3927,F2F,05-Apr-2015,Follow up on call,20,
17-Mar-2015,Angela,Customer 831,Australia,Qualified,1420,75.0%,1065,Telesales,27-Jun-2015,Schedule a Meeting,102,
17-Mar-2015,Piere,Customer 832,China,Validated,4280,85.0%,3638,F2F,28-Jun-2015,Follow up on call,103,
17-Mar-2015,Denny,Customer 833,US,Qualified,1370,55.0%,753.5,Partners,29-May-2015,Send Email,73,
17-Mar-2015,Piere,Customer 834,China,Identified,3250,85.0%,2762.5,F2F,12-Jun-2015,Schedule a Meeting,87,
17-Mar-2015,Bob,Customer 835,Germany,Identified,4950,55.0%,2722.5,Telesales,14-May-2015,Schedule a Meeting,58,
17-Mar-2015,Denny,Customer 836,Germany,Identified,1740,65.0%,1131,F2F,23-Jun-2015,Follow up on call,98,
17-Mar-2015,Lynda,Customer 837,US,Identified,1170,70.0%,819,F2F,13-May-2015,Schedule a Meeting,57,
17-Mar-2015,Arnold,Customer 838,India,Identified,4870,60.0%,2922,Partners,05-Apr-2015,No Response,19,
17-Mar-2015,Piere,Customer 839,China,Identified,1630,75.0%,1222.5,F2F,14-Apr-2015,Schedule a Meeting,28,
17-Mar-2015,Denny,Customer 840,China,Proposal,4540,75.0%,3405,F2F,17-Jun-2015,Send Email,92,
17-Mar-2015,Paul,Customer 841,Australia,Qualified,3200,65.0%,2080,Partners,26-Jun-2015,No Response,101,
18-Mar-2015,Martha,Customer 842,US,Identified,940,75.0%,705,F2F,12-Jun-2015,No Response,86,
18-Mar-2015,Cameron,Customer 843,Canada,Validated,1100,80.0%,880,Partners,28-May-2015,Follow up on call,71,
18-Mar-2015,Adrian,Customer 844,Canada,Validated,4190,85.0%,3561.5,Telesales,25-May-2015,Follow up on call,68,
18-Mar-2015,Bob,Customer 845,Indonesia,Validated,120,65.0%,78,F2F,21-May-2015,Follow up on call,64,
18-Mar-2015,Paul,Customer 846,Australia,Proposal,4090,80.0%,3272,Partners,03-Jun-2015,,77,
18-Mar-2015,Tim,Customer 847,Germany,Validated,3840,75.0%,2880,Partners,12-Jun-2015,Schedule a Meeting,86,
18-Mar-2015,Edwin,Customer 848,France,Qualified,370,60.0%,222,Website,03-Jun-2015,Follow up on call,77,
18-Mar-2015,Chang,Customer 849,Germany,Identified,2430,65.0%,1579.5,F2F,03-Apr-2015,No Response,16,
18-Mar-2015,Greg,Customer 850,Germany,Validated,460,65.0%,299,Website,17-Jun-2015,Follow up on call,91,
18-Mar-2015,Adrian,Customer 851,US,Proposal,4300,80.0%,3440,F2F,10-May-2015,Send Email,53,
18-Mar-2015,Rose,Customer 852,Germany,Identified,390,70.0%,273,Website,22-Apr-2015,Schedule a Meeting,35,
18-Mar-2015,Angela,Customer 853,Malaysia,Validated,4930,55.0%,2711.5,F2F,31-May-2015,Follow up on call,74,
18-Mar-2015,Cameron,Customer 854,UK,Validated,4850,70.0%,3395,F2F,25-Jun-2015,Send Email,99,
18-Mar-2015,Greg,Customer 855,India,Identified,3610,70.0%,2527,F2F,01-Jun-2015,,75,
18-Mar-2015,Bob,Customer 856,France,Identified,760,75.0%,570,Partners,22-Jun-2015,Schedule a Meeting,96,
18-Mar-2015,John,Customer 857,France,Proposal,2490,85.0%,2116.5,Partners,08-Jun-2015,Schedule a Meeting,82,
18-Mar-2015,Rose,Customer 858,Australia,Validated,1320,70.0%,924,Telesales,01-May-2015,,44,
18-Mar-2015,Chang,Customer 859,China,Validated,2460,70.0%,1722,F2F,14-Apr-2015,Follow up on call,27,
19-Mar-2015,Arnold,Customer 860,France,Qualified,430,55.0%,236.5,Website,28-May-2015,Schedule a Meeting,70,
19-Mar-2015,Chang,Customer 861,India,Qualified,2180,50.0%,1090,F2F,18-Jun-2015,Follow up on call,91,
19-Mar-2015,Adrian,Customer 862,Australia,Identified,1780,65.0%,1157,Telesales,04-Apr-2015,Schedule a Meeting,16,
19-Mar-2015,Chang,Customer 863,Canada,Identified,710,70.0%,497,F2F,05-May-2015,Schedule a Meeting,47,
19-Mar-2015,Piere,Customer 864,UK,Identified,3520,80.0%,2816,F2F,25-Jun-2015,Schedule a Meeting,98,
19-Mar-2015,Rose,Customer 865,France,Qualified,3710,55.0%,2040.5,F2F,22-Jun-2015,No Response,95,
19-Mar-2015,Denny,Customer 866,UK,Identified,3780,85.0%,3213,Partners,28-Jun-2015,No Response,101,
19-Mar-2015,Arnold,Customer 867,India,Identified,270,70.0%,189,Website,04-May-2015,Schedule a Meeting,46,
20-Mar-2015,Mike,Customer 868,Malaysia,Proposal,1890,60.0%,1134,F2F,13-Jun-2015,No Response,85,
20-Mar-2015,Mike,Customer 869,India,Proposal,4980,80.0%,3984,F2F,27-Jun-2015,Schedule a Meeting,99,
20-Mar-2015,Adrian,Customer 870,India,Identified,760,85.0%,646,Telesales,12-Jun-2015,Follow up on call,84,
20-Mar-2015,Joe,Customer 871,India,Qualified,2130,50.0%,1065,F2F,29-Jun-2015,Follow up on call,101,
20-Mar-2015,Arnold,Customer 872,US,Validated,540,80.0%,432,F2F,03-Apr-2015,Schedule a Meeting,14,
20-Mar-2015,Piere,Customer 873,Canada,Identified,2770,75.0%,2077.5,Telesales,08-May-2015,Follow up on call,49,
21-Mar-2015,Chang,Customer 874,France,Qualified,3890,65.0%,2528.5,Partners,26-Jun-2015,Schedule a Meeting,97,
21-Mar-2015,Greg,Customer 875,Germany,Identified,4280,70.0%,2996,F2F,22-Jul-2015,,123,
21-Mar-2015,Mike,Customer 876,Malaysia,Validated,3710,80.0%,2968,Telesales,28-Jun-2015,Schedule a Meeting,99,
21-Mar-2015,Edwin,Customer 877,France,Identified,860,70.0%,602,F2F,20-Apr-2015,Follow up on call,30,
21-Mar-2015,John,Customer 878,China,Identified,920,80.0%,736,Partners,04-May-2015,No Response,44,
21-Mar-2015,Bob,Customer 879,India,Proposal,3570,55.0%,1963.5,Telesales,23-Jun-2015,Schedule a Meeting,94,
21-Mar-2015,Rose,Customer 880,Malaysia,Identified,1850,55.0%,1017.5,F2F,22-May-2015,Follow up on call,62,
21-Mar-2015,Rachael,Customer 881,Malaysia,Qualified,3810,60.0%,2286,Telesales,20-Jun-2015,Follow up on call,91,
21-Mar-2015,Joe,Customer 882,Australia,Lost,2080,70.0%,1456,Partners,25-Apr-2015,,35,
21-Mar-2015,Charlie,Customer 883,China,Proposal,220,80.0%,176,Website,21-May-2015,Schedule a Meeting,61,
21-Mar-2015,Adrian,Customer 884,Canada,Proposal,3620,75.0%,2715,Partners,18-Apr-2015,Follow up on call,28,
21-Mar-2015,Lynda,Customer 885,Malaysia,Qualified,800,70.0%,560,Partners,27-Jun-2015,Send Email,98,
21-Mar-2015,John,Customer 886,Canada,Identified,290,60.0%,174,Partners,02-Jun-2015,Schedule a Meeting,73,
21-Mar-2015,Denny,Customer 887,Australia,Identified,3360,70.0%,2352,F2F,09-Jun-2015,Send Email,80,
21-Mar-2015,Adrian,Customer 888,US,Validated,3870,70.0%,2709,F2F,03-Jun-2015,Follow up on call,74,
21-Mar-2015,Cameron,Customer 889,US,Proposal,1030,75.0%,772.5,Telesales,25-Jun-2015,Send Email,96,
22-Mar-2015,Greg,Customer 890,India,Lost,4000,85.0%,3400,F2F,06-Apr-2015,,15,
22-Mar-2015,Piere,Customer 891,France,Proposal,1100,55.0%,605,Telesales,09-Apr-2015,Send Email,18,
22-Mar-2015,John,Customer 892,Australia,Validated,4680,80.0%,3744,Partners,23-Jun-2015,,93,
22-Mar-2015,Tim,Customer 893,India,Proposal,1510,70.0%,1057,Partners,15-Jun-2015,Schedule a Meeting,85,
22-Mar-2015,Greg,Customer 894,France,Validated,1800,85.0%,1530,Telesales,20-Apr-2015,Schedule a Meeting,29,
22-Mar-2015,John,Customer 895,Indonesia,Validated,4990,65.0%,3243.5,F2F,02-Apr-2015,Schedule a Meeting,11,
22-Mar-2015,John,Customer 896,Indonesia,Validated,3200,80.0%,2560,Partners,20-Jun-2015,Schedule a Meeting,90,
22-Mar-2015,John,Customer 897,China,Qualified,880,70.0%,616,F2F,30-May-2015,No Response,69,
22-Mar-2015,Chang,Customer 898,China,Qualified,3730,85.0%,3170.5,Partners,23-Apr-2015,Schedule a Meeting,32,
22-Mar-2015,Rachael,Customer 899,Australia,Identified,3900,75.0%,2925,Partners,10-May-2015,Follow up on call,49,
22-Mar-2015,Greg,Customer 900,US,Identified,920,70.0%,644,Partners,04-May-2015,Send Email,43,
23-Mar-2015,Piere,Customer 901,Canada,Proposal,1490,55.0%,819.5,Partners,20-May-2015,Schedule a Meeting,58,
23-Mar-2015,Bob,Customer 902,Germany,Identified,1810,80.0%,1448,F2F,23-Jun-2015,,92,
23-Mar-2015,Joe,Customer 903,India,Qualified,1850,80.0%,1480,F2F,06-Apr-2015,Schedule a Meeting,14,
23-Mar-2015,Bob,Customer 904,Australia,Identified,1440,65.0%,936,Partners,21-Apr-2015,Send Email,29,
23-Mar-2015,Rachael,Customer 905,India,Qualified,3090,60.0%,1854,Partners,10-Jun-2015,Schedule a Meeting,79,
24-Mar-2015,Lynda,Customer 906,Malaysia,Identified,4850,65.0%,3152.5,Telesales,10-May-2015,Follow up on call,47,
24-Mar-2015,Edwin,Customer 907,Germany,Qualified,2610,65.0%,1696.5,Partners,17-May-2015,Follow up on call,54,
24-Mar-2015,Greg,Customer 908,China,Identified,2100,80.0%,1680,F2F,23-Jun-2015,Follow up on call,91,
24-Mar-2015,Tim,Customer 909,Indonesia,Validated,3270,75.0%,2452.5,F2F,07-Jun-2015,Send Email,75,
24-Mar-2015,Lynda,Customer 910,France,Identified,2480,55.0%,1364,F2F,08-May-2015,Schedule a Meeting,45,
24-Mar-2015,John,Customer 911,UK,Validated,4440,80.0%,3552,F2F,09-Jun-2015,Follow up on call,77,
24-Mar-2015,Tim,Customer 912,China,Identified,3970,65.0%,2580.5,F2F,19-Jun-2015,Schedule a Meeting,87,
24-Mar-2015,Mike,Customer 913,Canada,Proposal,4890,60.0%,2934,Partners,31-May-2015,Send Email,68,
25-Mar-2015,Charlie,Customer 914,US,Identified,3200,80.0%,2560,F2F,26-Jun-2015,Follow up on call,93,
25-Mar-2015,Angela,Customer 915,India,Proposal,4610,85.0%,3918.5,F2F,07-May-2015,Send Email,43,
25-Mar-2015,Cameron,Customer 916,US,Identified,4830,85.0%,4105.5,F2F,28-May-2015,Schedule a Meeting,64,
25-Mar-2015,Mike,Customer 917,Australia,Validated,2340,55.0%,1287,Partners,08-Jun-2015,Schedule a Meeting,75,
25-Mar-2015,Edwin,Customer 918,Indonesia,Proposal,3940,70.0%,2758,Partners,29-Jun-2015,Schedule a Meeting,96,
25-Mar-2015,Chang,Customer 919,Indonesia,Identified,4060,85.0%,3451,F2F,11-Apr-2015,Follow up on call,17,
25-Mar-2015,Arnold,Customer 920,US,Identified,4160,80.0%,3328,F2F,23-May-2015,Send Email,59,
25-Mar-2015,Mike,Customer 921,Malaysia,Proposal,3140,55.0%,1727,F2F,05-Jun-2015,,72,
25-Mar-2015,Edwin,Customer 922,Canada,Qualified,3650,65.0%,2372.5,F2F,11-Jun-2015,Follow up on call,78,
25-Mar-2015,Rachael,Customer 923,Malaysia,Proposal,580,75.0%,435,F2F,03-Jun-2015,Follow up on call,70,
25-Mar-2015,John,Customer 924,France,Validated,4250,85.0%,3612.5,F2F,09-Apr-2015,Follow up on call,15,
25-Mar-2015,Lynda,Customer 925,India,Identified,890,75.0%,667.5,Partners,28-May-2015,Follow up on call,64,
25-Mar-2015,Arnold,Customer 926,Malaysia,Identified,380,70.0%,266,Partners,14-Apr-2015,Follow up on call,20,
25-Mar-2015,Denny,Customer 927,US,Identified,1450,75.0%,1087.5,Partners,14-Apr-2015,Send Email,20,
26-Mar-2015,Mike,Customer 928,US,Identified,2710,80.0%,2168,Partners,03-Jun-2015,Follow up on call,69,
26-Mar-2015,Bob,Customer 929,China,Validated,3100,70.0%,2170,Telesales,23-Jun-2015,Send Email,89,
26-Mar-2015,Chang,Customer 930,China,Validated,2810,60.0%,1686,F2F,26-Jun-2015,Follow up on call,92,
26-Mar-2015,Mike,Customer 931,Indonesia,Proposal,4730,70.0%,3311,F2F,16-Apr-2015,Schedule a Meeting,21,
